occurred_at,severity,weather,period,latitude,longitude,description,address
2022-05-29 09:45:00,media,desconocido,dia,4.1514799,-73.6193419,Siniestro real Secretaria Movilidad (CAMPERO),CALLE 39 CON CARRERA 19A
2022-05-20 19:14:00,media,desconocido,noche,4.1168397,-73.5987656,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 20 CON CARRERA 9
2022-05-31 13:56:00,baja,desconocido,dia,4.153799,-73.636784,Siniestro real Secretaria Movilidad (CAMION - TAXI),CALLE 40 CON CARRERA 30 CENTRO
2022-06-01 03:50:00,baja,desconocido,noche,4.2612893,-73.5547579,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA),CALLE 15 CON CARRERA 1A 
2022-05-27 03:54:00,media,desconocido,noche,4.0977366,-73.6406144,Siniestro real Secretaria Movilidad (MOTO - MURO),CARRERA 33 CON CALLE 31
2022-05-23 06:37:00,media,desconocido,dia,4.1317733,-73.6370544,Siniestro real Secretaria Movilidad (CAMION - BICICLETA),CARRERA 48 CON CALLE 13 SUR 
2022-05-28 21:21:00,media,desconocido,noche,4.1359456,-73.643006,Siniestro real Secretaria Movilidad (CAMION - MOTO),CALLE 15 CON CARRERA 43 SEMAFORO
2022-06-03 11:27:00,baja,desconocido,dia,4.1254648,-73.6358495,Siniestro real Secretaria Movilidad (TAXI - ARBOL),CALLE 7 CON CARRERA 44
2022-05-08 00:10:00,alta,desconocido,noche,4.1583155,-73.6492888,Siniestro real Secretaria Movilidad (AUTOMOVIL VOLCAMIENTO),CALLE 44 CON CARRERA 42
2022-06-01 21:01:00,media,desconocido,noche,4.1478715,-73.6332029,Siniestro real Secretaria Movilidad (CAMIONETA - BUSETA - MICROBUS),CARRERA 29 CON CALLE 34
2022-06-02 08:00:00,media,desconocido,dia,4.1161982,-73.6484181,Siniestro real Secretaria Movilidad (TAXI - PEATON),CARRERA 48 CON CALLE 11 SUR
2022-06-03 12:10:00,baja,desconocido,dia,4.1183796,-73.5960386,Siniestro real Secretaria Movilidad (VOLQUETA - MICROBUS),CARRERA 12 ESTE CON CALLE 15 SUR
2022-06-05 17:26:00,baja,desconocido,dia,4.1408095,-73.6391956,Siniestro real Secretaria Movilidad (AUTOMOVIL - ARBOL),CARRERA 40 CON CALLE 27 BARRIO SIETE DE AGOSTO
2022-05-31 18:50:00,media,desconocido,noche,4.0969674,-73.6508851,Siniestro real Secretaria Movilidad (AUTOMOVIL - PEATON),CALLE 31 CON CARRERA 37
2022-06-04 17:15:00,media,desconocido,dia,4.1338063,-73.5859408,Siniestro real Secretaria Movilidad (TAXI - PEATON),CARRERA 19 CON CALLE 31
2022-06-05 11:36:00,media,desconocido,dia,4.1059368,-73.6481145,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 40 CON CALLE 19 SUR
2022-06-01 22:33:00,media,desconocido,noche,4.1321659,-73.6147002,Siniestro real Secretaria Movilidad (MOTO - PEATON),CALLE 10 CON CARRERA 12C
2022-06-08 08:35:00,baja,desconocido,dia,4.1579842,-73.6395068,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 31 CON CALLE 44
2022-06-08 00:14:00,baja,desconocido,noche,4.1225433,-73.6464003,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CALLE 1 CON CARRERA 51 LLANO LINDO
2022-06-07 17:53:00,baja,desconocido,dia,4.1276385,-73.6387959,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 48 CON CALLE 7 ESPERANZA
2022-06-05 02:56:00,baja,desconocido,noche,4.1558731,-73.6524036,Siniestro real Secretaria Movilidad (AUTOMOVIL VOLCAMIENTO),CARRERA 48 CON CALLE 43
2022-06-08 14:30:00,baja,desconocido,dia,4.1285187,-73.6381231,Siniestro real Secretaria Movilidad (MOTO - CAMPERO),CARRERA 48 CON CALLE 10
2022-05-31 20:50:00,media,desconocido,noche,4.1339602,-73.6363095,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 48 SUR CON CALLE 16
2022-06-04 10:05:00,media,desconocido,dia,4.1084123,-73.6325488,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 36 CON CALLE 7 SUR
2022-06-06 09:00:00,media,desconocido,dia,4.0838124,-73.6693158,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 43 CON CALLE 51
2022-06-05 04:20:00,media,desconocido,noche,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 48 CON CALLE 1
2022-06-06 08:38:00,media,desconocido,dia,4.1499561,-73.6395099,Siniestro real Secretaria Movilidad (BUSETA CAIDA OCUPANTE),CALLE 37C CON CARRERA 33A
2022-06-09 09:45:00,baja,desconocido,dia,4.1452883,-73.6350274,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMION),CARRERA 33 CON CALLE 33 LA VORAGINE
2022-06-07 12:40:00,media,desconocido,dia,4.1310911,-73.6376851,Siniestro real Secretaria Movilidad (TAXI - MICROBUS),CALLE 12 CON CARRERA 48 ETAPA 2 LA ESPERANZA
2022-06-08 19:18:00,media,desconocido,noche,4.1408162,-73.6316389,Siniestro real Secretaria Movilidad (MOTO - CAMIONETA),CARRERA 33 CON CALLE 25
2022-06-08 07:48:00,media,desconocido,dia,4.1523563,-73.6309116,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 25 CON CALLE 37C
2022-06-10 15:50:00,baja,desconocido,dia,4.1208669,-73.6455556,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA),CARRERA 48 CON CALLE 5
2022-06-10 06:15:00,baja,desconocido,dia,4.1450184,-73.6433425,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CALLE 37 CON CARRERA 42
2022-06-11 12:50:00,baja,desconocido,dia,4.1069147,-73.6552709,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA),CARRERA 48 CON CALLE 22
2022-01-30 14:52:00,media,desconocido,dia,4.1069147,-73.6552709,Siniestro real Secretaria Movilidad (MICROBUS CAIDA OCUPANTE),CARRERA 48 CON CALLE 22
2022-06-09 14:40:00,media,desconocido,dia,4.1503484,-73.6293456,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 37 CON CARRERA 24
2022-06-09 16:22:00,media,desconocido,dia,4.1426857,-73.6265689,Siniestro real Secretaria Movilidad (TAXI - CAMIONETA - AUTOMOVIL),CARRERA 25 CON CALLE 25D
2022-06-12 12:48:00,alta,desconocido,dia,4.1526166,-73.6213817,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 20A CON CALLE 39B
2022-06-11 08:30:00,baja,desconocido,dia,4.1464537,-73.6132846,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMION),CALLE 35 CON CARRERA 13B
2022-06-10 00:50:00,media,desconocido,noche,4.1285187,-73.6381231,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 48 CON CALLE 10
2022-06-15 13:20:00,baja,desconocido,dia,4.157014,-73.6389947,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CARRERA 31 CON CARRERA 30A
2022-06-15 11:15:00,baja,desconocido,dia,4.1496364,-73.6289957,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CARRERA 23A CON CALLE 36
2022-06-16 18:29:00,baja,desconocido,noche,4.1374445,-73.5890932,Siniestro real Secretaria Movilidad (TRACTOCAMION - AUTOMOVIL),CALLE 35 CON CARRERA 15
2022-06-17 12:30:00,baja,desconocido,dia,4.1160081,-73.6099726,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL - CAMIONETA),CARRERA 22 CON CALLE 8-93
2022-06-12 03:11:00,media,desconocido,noche,4.1412948,-73.585336,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 18 CON CALLE 38A
2022-06-14 18:50:00,alta,desconocido,noche,4.1407966,-73.6184459,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 25 CON CARRERA 17
2022-06-14 23:10:00,media,desconocido,noche,4.1153041,-73.649495,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 48 SUR CON CALLE 14
2022-06-24 08:25:00,baja,desconocido,dia,4.1482088,-73.6329876,Siniestro real Secretaria Movilidad (CAMION - AUTOMOVIL),CALLE 34 CON CARRERA 27
2022-06-29 11:19:00,baja,desconocido,dia,4.1338063,-73.5859408,Siniestro real Secretaria Movilidad (AUTOMOVIL - TRACTOCAMION),CALLE 31 CON CARRERA 19
2022-06-27 11:00:00,baja,desconocido,dia,4.1570009,-73.6522288,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 44 CON CARRERA 47
2022-06-28 07:33:00,baja,desconocido,dia,4.1165581,-73.6305416,Siniestro real Secretaria Movilidad (CAMIONETA - AUTOMOVIL),CALLE 2 CON CARRERA 34
2022-06-25 22:49:00,baja,desconocido,noche,4.1549156,-73.6299474,Siniestro real Secretaria Movilidad (CAMION - TAXI),CARRERA 24A CON CALLE 38
2022-06-26 03:20:00,baja,desconocido,noche,4.1038024,-73.6576372,Siniestro real Secretaria Movilidad (CAMIONETA - AUTOMOVIL),CARRERA 48 CON CALLE 26 SUR
2022-06-21 16:35:00,baja,desconocido,dia,4.116841,-73.5852472,Siniestro real Secretaria Movilidad (CAMIONETA - CAMION),CARRERA 19 CON CALLE 22 GLORIETA POSTOBON
2022-06-23 15:30:00,baja,desconocido,dia,4.1425241,-73.6290627,Siniestro real Secretaria Movilidad (AUTOMOVIL - VOLQUETA),CALLE 25 CON CARRERA 27
2022-06-24 16:35:00,media,desconocido,dia,4.139147,-73.638638,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 40 CON CALLE 26B
2022-06-27 12:00:00,media,desconocido,dia,4.138783,-73.614436,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 13 CON CALLE 23
2022-06-17 22:10:00,media,desconocido,noche,4.1131927,-73.5871757,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 24A CON CARRERA 15
2022-06-18 02:24:00,media,desconocido,noche,4.1213372,-73.6453315,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 48 CON CALLE 3 SUR
2022-06-16 07:06:00,media,desconocido,dia,4.1501212,-73.6211402,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CALLE 37 CON CARRERA 20
2022-07-04 14:37:00,baja,desconocido,dia,4.1563187,-73.6548665,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL - CAMPERO),CALLE 44 CON CARRERA 52 BARRIO GALAN
2022-06-30 20:39:00,baja,desconocido,noche,4.1503671,-73.6189811,Siniestro real Secretaria Movilidad (CAMIONETA - CAMION),CARRERA 19 CON CALLE 37B
2022-07-03 11:10:00,media,desconocido,dia,4.1228663,-73.6479059,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 52 CON CALLE 3 LLANO LINDO
2022-07-03 02:37:00,media,desconocido,noche,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 48 CON CALLE 1 BARRIO LEON
2022-07-01 20:40:00,media,desconocido,noche,4.1487389,-73.6372969,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 33 CON CALLE 35 
2022-07-03 17:36:00,media,desconocido,dia,4.1122424,-73.6166815,Siniestro real Secretaria Movilidad (FUGA - PEATON),CARRERA 34 CON CALLE 12 SEPTIMA ETAPA LA ESPERANZA
2022-06-30 20:05:00,alta,desconocido,noche,4.1338063,-73.5859408,Siniestro real Secretaria Movilidad (MOTO - BICICLETA),CARRERA 19 CON CALLE 31
2022-06-28 15:29:00,media,desconocido,dia,4.144691,-73.616904,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 31 CON CARRERA 16A
2022-06-29 09:27:00,media,desconocido,dia,4.1591537,-73.6441832,Siniestro real Secretaria Movilidad (TAXI - PEATON),CALLE 44 CON CARRERA 35C
2022-06-29 13:11:00,media,desconocido,dia,4.1116102,-73.6532388,Siniestro real Secretaria Movilidad (MOTO - TRACTOCAMION),CARRERA 48 SUR CON CALLE 17
2022-07-02 22:11:00,media,desconocido,noche,4.1042304,-73.6483796,Siniestro real Secretaria Movilidad (CAMION - MOTO),CARRERA 40 CON CALLE 21 SUR
2022-07-01 22:46:00,media,desconocido,noche,4.1398222,-73.6388759,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 40 CON CALLE 26C
2022-07-03 14:27:00,media,desconocido,dia,4.1199554,-73.5655988,Siniestro real Secretaria Movilidad (TAXI - MOTO),CALLE 14 CON CARRERA 40 SAN ANTONIO
2022-07-07 18:00:00,baja,desconocido,noche,4.153206,-73.637812,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CARRERA 31 CON CALLE 40
2022-07-05 03:20:00,media,desconocido,noche,4.1285187,-73.6381231,Siniestro real Secretaria Movilidad (TAXI - AUTOMOVIL),CARRERA 48 CON CALLE 10
2022-07-03 16:26:00,alta,desconocido,dia,4.1511536,-73.6178358,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 18 CON CALLE 39
2022-07-09 08:00:00,baja,desconocido,dia,4.1358898,-73.6362888,Siniestro real Secretaria Movilidad (CAMION - CAMIONETA),CALLE 20 CON AVENIDA 40 BARRIO CAMOA
2022-07-03 20:00:00,media,desconocido,noche,4.146282,-73.6121013,Siniestro real Secretaria Movilidad (BICICLETA - MOTO),CALLE 35 CON CARRERA 12 ESTE
2022-07-07 17:48:00,media,desconocido,dia,4.134755,-73.639114,Siniestro real Secretaria Movilidad (MOTO - PEATON),CALLE 15 CON CARRERA 40
2022-07-09 17:45:00,baja,desconocido,dia,4.0987326,-73.6407633,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CARRERA 33 CON CALLE 29 
2022-06-30 08:07:00,media,desconocido,dia,4.1369298,-73.6141023,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 18 CON CARRERA 12C VILLA ORTIZ
2022-07-12 14:44:00,baja,desconocido,dia,4.1551014,-73.6291654,Siniestro real Secretaria Movilidad (VOLQUETA - AUTOMOVIL),CALLE 39 CON CARRERA 24A
2022-07-11 05:20:00,media,desconocido,noche,4.158659,-73.6418903,Siniestro real Secretaria Movilidad (MOTO - BICICLETA),CALLE 44 CON CARRERA 34
2022-06-23 13:30:00,media,desconocido,dia,4.1437718,-73.6159748,Siniestro real Secretaria Movilidad (AUTOMOVIL - BICICLETA),CARRERA 15 ESTE CON CALLE 30
2022-07-14 21:35:00,baja,desconocido,noche,4.1579842,-73.6395068,Siniestro real Secretaria Movilidad (CAMIONETA - BARANDA),CALLE 44 CON CARRERA 31
2022-07-15 13:00:00,baja,desconocido,dia,4.1354735,-73.6412743,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL - AUTOMOVIL),CALLE 15 CON CARRERA 42 BUQUE
2022-07-15 18:50:00,baja,desconocido,noche,4.134827,-73.639328,Siniestro real Secretaria Movilidad (TAXI - MOTO),CALLE 15 CON CARRERA 40A
2022-07-12 09:11:00,media,desconocido,dia,4.0726828,-73.6694693,Siniestro real Secretaria Movilidad (AUTOMOVIL - BICICLETA),CARRERA 43 CON CALLE 79 VILLA JULIANA
2022-07-15 01:22:00,media,desconocido,noche,4.1059368,-73.6481145,Siniestro real Secretaria Movilidad (MOTO - CAMIONETA),CARRERA 40 CON CALLE 19 SUR
2022-07-14 14:00:00,media,desconocido,dia,4.1188461,-73.6499533,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CARRERA 50 CON CALLE 11 SUR
2022-07-14 21:07:00,alta,desconocido,noche,4.1481351,-73.6065866,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 7 CON CALLE 39
2022-07-19 14:07:00,baja,desconocido,dia,4.110193,-73.6529113,Siniestro real Secretaria Movilidad (TAXI - CAMIONETA),CARRERA 48 CON CALLE 17A
2022-07-20 16:07:00,baja,desconocido,dia,4.1355831,-73.6096452,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 17A CON CARRERA 9
2022-07-16 09:20:00,media,desconocido,dia,4.15821,-73.6402806,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CALLE 44 CON CARRERA 32
2022-07-16 22:30:00,alta,desconocido,noche,4.2623203,-73.5567876,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 1 CON CALLE 15 
2022-07-16 14:15:00,media,desconocido,dia,4.1509811,-73.638434,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 33 CON CALLE 38
2022-07-19 13:35:00,media,desconocido,dia,4.1443553,-73.6169862,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 30 CON CARRERA 16A
2022-07-20 20:15:00,media,desconocido,noche,4.1183733,-73.5969548,Siniestro real Secretaria Movilidad (MOTO - BUSETA),CALLE 15 CON CARRERA 11 ESTE
2022-07-17 17:58:00,media,desconocido,dia,4.1284588,-73.6339753,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 44 CON CALLE 11
2022-07-07 03:49:00,media,desconocido,noche,4.2623203,-73.5567876,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CARRERA 1 CON CALLE 15 
2022-07-22 16:34:00,baja,desconocido,dia,4.1398222,-73.6388759,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA),CARRERA 40 CON CALLE 26C
2022-07-23 05:15:00,media,desconocido,noche,4.1398222,-73.6388759,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 40 CON CALLE 26CX
2022-07-24 11:34:00,media,desconocido,dia,4.1176356,-73.6308191,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 34 CON CALLE 3 LAS ACACIAS
2022-07-19 07:23:00,media,desconocido,dia,4.1349671,-73.5893102,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 15 ESTE CON CALLE 32
2022-07-28 17:50:00,baja,desconocido,dia,4.1231343,-73.6477039,Siniestro real Secretaria Movilidad (TAXI - CAMIONETA),CALLE 2 CON CARRERA 52
2022-07-28 12:10:00,baja,desconocido,dia,4.150127,-73.6380249,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CARRERA 33 CON CALLE 37
2022-07-28 13:15:00,baja,desconocido,dia,4.112564,-73.6166601,Siniestro real Secretaria Movilidad (TAXI - AUTOMOVIL),CALLE 11 CON CARRERA 34 
2022-07-27 20:28:00,media,desconocido,noche,4.1339602,-73.6363095,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 48 CON CALLE 16
2022-07-25 14:47:00,media,desconocido,dia,4.105468,-73.6566543,Siniestro real Secretaria Movilidad (MOTO - PEATON),TRANSVERSAL 48 CON CALLE 24
2022-07-25 23:00:00,alta,desconocido,noche,4.1156674,-73.6095288,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 22 CON CALLE 9 SUR
2022-07-14 12:40:00,media,desconocido,dia,4.1511536,-73.6178358,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CARRERA 18 CON CALLE 39
2022-07-25 19:01:00,media,desconocido,noche,4.0984685,-73.6439748,Siniestro real Secretaria Movilidad (BICICLETA - MOTO),CALLE 28 SUR CON CRA 35-09
2022-07-25 22:10:00,media,desconocido,noche,4.0574861,-73.6754618,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CALLE 92 SUR CON CARRERA 55 LA MADRID
2022-07-22 16:20:00,media,desconocido,dia,4.1277911,-73.6320846,Siniestro real Secretaria Movilidad (CAMION - PEATON),CARRERA 39 CON CALLE 11
2022-08-02 12:28:00,baja,desconocido,dia,4.1221875,-73.6249975,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 28A CON CALLE 4 SUR
2022-07-29 22:07:00,media,desconocido,noche,4.1511536,-73.6178358,Siniestro real Secretaria Movilidad (MOTO - TAXI),CALLE 39 CON CARRERA 18
2022-07-31 06:22:00,media,desconocido,dia,4.1378524,-73.6095535,Siniestro real Secretaria Movilidad (MOTO - PEATON),CALLE 21 SUR CON CARRERA 9 ESTE VALLES DE ARAGON
2022-07-29 02:38:00,media,desconocido,noche,4.128401,-73.5863101,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 19 A ESTE CON CALLE 21
2022-08-03 19:30:00,baja,desconocido,noche,4.1276385,-73.6387959,Siniestro real Secretaria Movilidad (AUTOMOVIL - TRACTOCAMION),CARRERA 48 CON CALLE 7 ESPERANZA
2022-08-02 20:20:00,media,desconocido,noche,4.1419763,-73.6331372,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 26B CON CARRERA 33A
2022-07-25 15:17:00,media,desconocido,dia,4.1472096,-73.6114741,Siniestro real Secretaria Movilidad (MOTO - CAMION),CARRERA 12 CON CALLE 36
2022-08-06 11:25:00,media,desconocido,dia,4.1395817,-73.5840425,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 20 CON CALLE 37
2022-08-03 19:20:00,media,desconocido,noche,4.1429297,-73.6400041,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CALLE 33 CON CARRERA 40
2022-08-05 16:20:00,media,desconocido,dia,4.1523534,-73.6313689,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 26 CON CALLE 37C
2022-08-07 11:08:00,baja,desconocido,dia,4.1451056,-73.63072,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CALLE 29 CON CARRERA 27
2022-08-08 18:06:00,media,desconocido,noche,4.1304047,-73.5886762,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 16 CON CALLE 25A
2022-08-08 18:40:00,alta,desconocido,noche,4.1455494,-73.620237,Siniestro real Secretaria Movilidad (MOTO - MOTO),AVENIDA 19 CON CALLE 31
2022-08-03 22:40:00,alta,desconocido,noche,4.1056714,-73.646355,Siniestro real Secretaria Movilidad (VOLQUETA - MOTO),CARRERA 38A CON CALLE 19 SUR
2022-08-07 10:07:00,media,desconocido,dia,4.1423962,-73.6357665,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 36 CON CALLE 29
2022-07-25 16:31:00,media,desconocido,dia,4.1342424,-73.5882144,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO- TAXI),CALLE 31 CON CARRERA 17 LA CIEBA
2022-07-26 10:26:00,media,desconocido,dia,4.1451526,-73.6419221,Siniestro real Secretaria Movilidad (TAXI - TAXI),CALLE 35 CON CARRERA 41 BARZAL
2022-08-13 04:30:00,alta,desconocido,noche,4.1090591,-73.6546729,Siniestro real Secretaria Movilidad (CAMION - PEATON),CARRERA 48 CON CALLE 19 SUR
2022-08-11 15:26:00,media,desconocido,dia,4.142297,-73.6416619,Siniestro real Secretaria Movilidad (AUTOMOVIL - PEATON),CARRERA 42 CON CALLE 33 BARZAL ALTO
2022-08-14 12:00:00,alta,desconocido,dia,4.1517562,-73.6143965,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL - MOTO),CALLE 40B CON CARRERA 15 SUR
2022-08-06 10:53:00,media,desconocido,dia,4.1513565,-73.6301579,Siniestro real Secretaria Movilidad (BUSETA - MOTO),CALLE 37A CON CARRERA 24
2022-08-11 07:01:00,media,desconocido,dia,4.122001,-73.6320836,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 34 CON CALLE 6 SUR
2022-08-03 16:06:00,media,desconocido,dia,4.1359456,-73.643006,Siniestro real Secretaria Movilidad (TAXI - TAXI),CALLE 15 CON CARRERA 43 CLINICA DE OCULAR
2022-07-30 15:40:00,media,desconocido,dia,4.15821,-73.6402806,Siniestro real Secretaria Movilidad (CAMION - MOTO),CALLE 44 CON CARRERA 32
2022-08-14 19:01:00,media,desconocido,noche,4.1165637,-73.5890845,Siniestro real Secretaria Movilidad (BICICLETA - AUTOMOVIL),CALLE 20 SUR CON CARRERA 15A ESTE
2022-08-15 17:25:00,media,desconocido,dia,4.1373587,-73.5917482,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 12A CON CALLE 35
2022-08-16 21:25:00,media,desconocido,noche,4.1287299,-73.6178071,Siniestro real Secretaria Movilidad (AUTOMOVIL - PEATON),CARRERA 19 CON CALLE 5 MACUNAIMA
2022-08-12 17:00:00,media,desconocido,dia,4.1285409,-73.6381775,Siniestro real Secretaria Movilidad (TAXI - PEATON),AVENIDA 40 CON CALLE 10
2022-08-21 03:20:00,media,desconocido,noche,4.1208687,-73.6336293,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 36 CON CALLE 6 SUR
2022-08-18 07:40:00,media,desconocido,dia,4.1378023,-73.6103763,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 21 CON CARRERA 10 ESTE
2022-08-23 11:20:00,baja,desconocido,dia,4.152755,-73.640267,Siniestro real Secretaria Movilidad (TAXI - AUTOMOVIL),CALLE 41 CON CARRERA 33A
2022-08-22 20:01:00,media,desconocido,noche,4.1467178,-73.6303942,Siniestro real Secretaria Movilidad (TAXI - MOTO),CALLE 31 CON CARRERA 27
2022-08-20 19:20:00,media,desconocido,noche,4.1408162,-73.6316389,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 33 CON CALLE 25
2022-08-25 10:12:00,media,desconocido,dia,4.108863,-73.6306143,Siniestro real Secretaria Movilidad (MOTO - CAMIONETA),CALLE 7 SUR CON CARRERA 35
2022-08-27 23:39:00,alta,desconocido,noche,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 48 CON CALLE 1
2022-08-14 07:44:00,alta,desconocido,dia,4.1153041,-73.649495,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 48 CON CALLE 14 SUR
2022-08-22 10:30:00,media,desconocido,dia,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 48 CON CALLE 1
2022-08-23 06:39:00,media,desconocido,dia,4.0784905,-73.6715881,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 63 CON CARRERA 45 PORFIA
2022-08-27 20:10:00,media,desconocido,noche,4.1383448,-73.6251878,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CALLE 21 SUR CON CARRERA 22
2022-08-25 06:30:00,media,desconocido,dia,4.1321669,-73.61183,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 10 CON CARRERA 10B
2022-08-26 13:07:00,media,desconocido,dia,4.1364967,-73.6181027,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 16 CON CALLE 17C
2022-08-28 22:13:00,media,desconocido,noche,4.1427326,-73.6344918,Siniestro real Secretaria Movilidad (MOTO - MOTO),AVENIDA 40 CON TRANSVERSAL 33A
2022-08-31 14:40:00,media,desconocido,dia,4.1466617,-73.6147444,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 35 CON CARRERA 14
2022-08-25 06:15:00,media,desconocido,dia,4.0826876,-73.6693292,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 43 CON CALLE 53
2022-08-27 09:38:00,media,desconocido,dia,4.1448229,-73.6387412,Siniestro real Secretaria Movilidad (MOTO - PEATON),CALLE 33B CON CARRERA 38
2022-08-31 08:14:00,media,desconocido,dia,4.1061629,-73.6472098,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CALLE 18 CON CARRERA 39
2022-08-31 15:29:00,media,desconocido,dia,4.1597931,-73.6479091,Siniestro real Secretaria Movilidad (MOTO - ARBOL),CALLE 45 CON CARRERA 40
